FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.b579d1e0-eda3-329b-a4d4-dc2777dc991c,-76.777,-9.227,2021-07-06T19:20:00,AQUA_M-T,Huari,Ancash,Peru,POINT (-9.227 -76.777)
focos_ams_ontem_hoje_ref.fbd38c54-50ad-300f-8847-89fb1eb2f080,-78.73,-5.531,2021-07-06T19:20:00,AQUA_M-T,Jaén,Cajamarca,Peru,POINT (-5.531 -78.73)
focos_ams_ontem_hoje_ref.935299d2-5601-3a10-a770-6e68959f96b3,-76.752,-9.223,2021-07-06T19:20:00,AQUA_M-T,Huari,Ancash,Peru,POINT (-9.223 -76.752)
focos_ams_ontem_hoje_ref.863300c8-be2e-3e6d-abc7-456f6f64610b,-76.352,-7.147,2021-07-06T19:20:00,AQUA_M-T,Bellavista,San Martín,Peru,POINT (-7.147 -76.352)
focos_ams_ontem_hoje_ref.ed30069d-50a4-3ce5-80e3-0b201d75ea07,-77.69,-10.674,2021-07-06T19:20:00,AQUA_M-T,Barranca,Lima,Peru,POINT (-10.674 -77.69)
focos_ams_ontem_hoje_ref.e4474db3-80c8-300d-8921-221e1b180d03,-76.382,-7.152,2021-07-06T19:20:00,AQUA_M-T,Bellavista,San Martín,Peru,POINT (-7.152 -76.382)
focos_ams_ontem_hoje_ref.04829532-06a1-3a7c-8b1e-b3ce01bf4835,-76.744,-9.221,2021-07-06T19:20:00,AQUA_M-T,Huari,Ancash,Peru,POINT (-9.221 -76.744)
focos_ams_ontem_hoje_ref.19a6261a-526e-3eb1-ad66-0ea27e6e6906,-77.684,-10.681,2021-07-06T19:15:00,AQUA_M-T,Barranca,Lima,Peru,POINT (-10.681 -77.684)
focos_ams_ontem_hoje_ref.385de6ab-df9a-3f8c-a0b6-2f679fe8f547,-69.486,-31.682,2021-07-06T19:10:00,AQUA_M-T,Calingasta,San Juan,Argentina,POINT (-31.682 -69.486)
focos_ams_ontem_hoje_ref.3e32ea5c-1771-3ed8-aa6c-353b7564872a,-63.39,6.985,2021-07-06T17:45:00,AQUA_M-T,Angostura,Bolívar,Venezuela,POINT (6.985 -63.39)
focos_ams_ontem_hoje_ref.aecd8adf-d0ee-30bc-bb6a-72b52065585a,-68.288,4.975,2021-07-06T17:45:00,AQUA_M-T,Santa Rita,Vichada,Colombia,POINT (4.975 -68.288)
focos_ams_ontem_hoje_ref.da0c83cf-ed25-3ee5-b2e8-692b7ebdb83c,-67.614,10.093,2021-07-06T17:45:00,AQUA_M-T,Zamora,Aragua,Venezuela,POINT (10.093 -67.614)
focos_ams_ontem_hoje_ref.e9e7e917-0cc1-3b32-89ea-6f8c85589841,-61.519,5.611,2021-07-06T17:45:00,AQUA_M-T,Gran Sabana,Bolívar,Venezuela,POINT (5.611 -61.519)
