FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.73f7155f-3aa0-3e85-9c39-10fe173c0614,-42.335,-3.073,2021-07-01T15:45:00,AQUA_M-T,TUTÓIA,MARANHÃO,Brasil,POINT (-3.073 -42.335)
focos_ams_ontem_hoje_ref.6c48fc1d-84a8-39ef-b987-f12a52251326,-68.755,4.698,2021-06-30T18:20:00,AQUA_M-T,Santa Rita,Vichada,Colombia,POINT (4.698 -68.755)
focos_ams_ontem_hoje_ref.4501118d-39c8-39ca-a363-a705eef7fef9,-72.073,12.007,2021-06-30T18:20:00,AQUA_M-T,Uribia,La Guajira,Colombia,POINT (12.007 -72.073)
focos_ams_ontem_hoje_ref.cad233a2-9ec6-36cc-8a96-934b8711fa06,-74.846,9.774,2021-06-30T18:20:00,AQUA_M-T,Zambrano,Bolívar,Colombia,POINT (9.774 -74.846)
focos_ams_ontem_hoje_ref.5f02803e-d23f-3826-9426-2c0ac7853a06,-74.856,9.772,2021-06-30T18:20:00,AQUA_M-T,Zambrano,Bolívar,Colombia,POINT (9.772 -74.856)
focos_ams_ontem_hoje_ref.6666c8cc-c0bb-38e4-b088-b9d5f9958093,-75.098,9.708,2021-06-30T18:20:00,AQUA_M-T,El Carmen de Bolívar,Bolívar,Colombia,POINT (9.708 -75.098)
focos_ams_ontem_hoje_ref.ad4a2d06-2b9e-3198-a354-e231c68d9ddb,-75.108,9.707,2021-06-30T18:20:00,AQUA_M-T,El Carmen de Bolívar,Bolívar,Colombia,POINT (9.707 -75.108)
focos_ams_ontem_hoje_ref.503a9d77-344b-390b-a130-894009aaa4f4,-75.097,9.699,2021-06-30T18:20:00,AQUA_M-T,El Carmen de Bolívar,Bolívar,Colombia,POINT (9.699 -75.097)
focos_ams_ontem_hoje_ref.c2640233-5693-34e8-8ea8-4f0c2b979cb5,-75.29,9.67,2021-06-30T18:20:00,AQUA_M-T,Ovejas,Sucre,Colombia,POINT (9.67 -75.29)
focos_ams_ontem_hoje_ref.95c1b3df-5fa0-3b4a-aa30-80d6f23970f7,-71.766,10.947,2021-06-30T18:20:00,AQUA_M-T,Mara,Zulia,Venezuela,POINT (10.947 -71.766)
