FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.f73c0e46-0928-3c8d-81d6-405dc030aeaf,-41.985,-2.952,2021-07-13T16:10:00,AQUA_M-T,ARAIOSES,MARANHÃO,Brasil,POINT (-2.952 -41.985)
focos_ams_ontem_hoje_ref.eee36913-0fd4-357f-b3e8-25658b3860b7,-43.367,-5.052,2021-07-13T16:10:00,AQUA_M-T,CAXIAS,MARANHÃO,Brasil,POINT (-5.052 -43.367)
focos_ams_ontem_hoje_ref.717a4440-a3fe-3117-ad61-9b45d08df66a,-43.5,-5.602,2021-07-13T16:10:00,AQUA_M-T,PARNARAMA,MARANHÃO,Brasil,POINT (-5.602 -43.5)
focos_ams_ontem_hoje_ref.395a2122-2fa8-341f-855e-bf8dd22d3323,-43.383,-5.055,2021-07-13T16:10:00,AQUA_M-T,CAXIAS,MARANHÃO,Brasil,POINT (-5.055 -43.383)
focos_ams_ontem_hoje_ref.cf318935-2822-3d6f-bef2-f73cf6f50a58,-43.354,-5.057,2021-07-13T16:10:00,AQUA_M-T,CAXIAS,MARANHÃO,Brasil,POINT (-5.057 -43.354)
focos_ams_ontem_hoje_ref.08e1e62f-d0cb-35d2-90a2-82763ea6790a,-43.371,-5.059,2021-07-13T16:10:00,AQUA_M-T,CAXIAS,MARANHÃO,Brasil,POINT (-5.059 -43.371)
focos_ams_ontem_hoje_ref.a742ed33-6480-3b6b-adc1-344d40d9e5e9,-43.365,-5.064,2021-07-13T16:10:00,AQUA_M-T,CAXIAS,MARANHÃO,Brasil,POINT (-5.064 -43.365)
focos_ams_ontem_hoje_ref.6b9c7e52-43ed-39ee-86dd-1e65211d41c7,-43.495,-5.605,2021-07-13T16:10:00,AQUA_M-T,PARNARAMA,MARANHÃO,Brasil,POINT (-5.605 -43.495)
focos_ams_ontem_hoje_ref.b408fb5e-cddc-300e-bf44-6bdf34dfc1f1,-42.186,-2.86,2021-07-13T16:10:00,AQUA_M-T,TUTÓIA,MARANHÃO,Brasil,POINT (-2.86 -42.186)
focos_ams_ontem_hoje_ref.c09a716a-70fa-3f92-87bc-d09e3df9755c,-43.347,-6.682,2021-07-13T16:10:00,AQUA_M-T,BARÃO DE GRAJAÚ,MARANHÃO,Brasil,POINT (-6.682 -43.347)
focos_ams_ontem_hoje_ref.68218f11-8447-3632-8009-71a3db207dfa,-44.043,-6.969,2021-07-13T16:10:00,AQUA_M-T,PORTO ALEGRE DO PIAUÍ,PIAUÍ,Brasil,POINT (-6.969 -44.043)
focos_ams_ontem_hoje_ref.d12087dc-080b-3b32-9121-de16403f5e08,-44.634,-3.356,2021-07-13T16:10:00,AQUA_M-T,ANAJATUBA,MARANHÃO,Brasil,POINT (-3.356 -44.634)
focos_ams_ontem_hoje_ref.d857a3af-c910-3ec1-b3e3-3f9b6219e4b9,-46.903,-4.05,2021-07-13T16:10:00,AQUA_M-T,CENTRO NOVO DO MARANHÃO,MARANHÃO,Brasil,POINT (-4.05 -46.903)
focos_ams_ontem_hoje_ref.8b8337bd-ca0c-3a65-bc88-5879e6b422ad,-44.207,-4.485,2021-07-13T16:10:00,AQUA_M-T,PERITORÓ,MARANHÃO,Brasil,POINT (-4.485 -44.207)
focos_ams_ontem_hoje_ref.2c6020a4-b65d-32b3-a904-979b207e7d0d,-44.039,-4.566,2021-07-13T16:10:00,AQUA_M-T,CODÓ,MARANHÃO,Brasil,POINT (-4.566 -44.039)
focos_ams_ontem_hoje_ref.c387399d-a011-3110-b3d1-34aa71f322f4,-47.299,-5.16,2021-07-13T16:10:00,AQUA_M-T,SÃO FRANCISCO DO BREJÃO,MARANHÃO,Brasil,POINT (-5.16 -47.299)
focos_ams_ontem_hoje_ref.356bc98f-5c5d-3fb7-9052-06e76b041e53,-46.758,-5.409,2021-07-13T16:10:00,AQUA_M-T,AMARANTE DO MARANHÃO,MARANHÃO,Brasil,POINT (-5.409 -46.758)
