FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.890791cb-800e-3f2b-8021-83674315fb1a,-76.732,-9.195,2021-07-10T18:55:00,AQUA_M-T,Huamalíes,Huánuco,Peru,POINT (-9.195 -76.732)
focos_ams_ontem_hoje_ref.fda6a53b-ba49-3c96-98f9-abd425bc7bf2,-75.556,-8.813,2021-07-10T18:55:00,AQUA_M-T,Padre Abad,Ucayali,Peru,POINT (-8.813 -75.556)
focos_ams_ontem_hoje_ref.7fdc1e79-ac46-35ae-8df2-741e9cb66a26,-75.544,-8.811,2021-07-10T18:55:00,AQUA_M-T,Padre Abad,Ucayali,Peru,POINT (-8.811 -75.544)
focos_ams_ontem_hoje_ref.74961268-42a8-375c-8ef2-9e126cc3ed10,-74.782,-7.95,2021-07-10T18:55:00,AQUA_M-T,Ucayali,Loreto,Peru,POINT (-7.95 -74.782)
focos_ams_ontem_hoje_ref.df064f50-6ab6-3531-8cca-249bb9085d6c,-79.579,-7.32,2021-07-10T18:55:00,AQUA_M-T,Pacasmayo,La Libertad,Peru,POINT (-7.32 -79.579)
focos_ams_ontem_hoje_ref.5515e217-898c-36ae-bdea-80464de2671e,-79.507,-7.144,2021-07-10T18:55:00,AQUA_M-T,Chepén,La Libertad,Peru,POINT (-7.144 -79.507)
focos_ams_ontem_hoje_ref.416b77c3-873d-37c4-a21c-0b5476683670,-74.471,-10.687,2021-07-10T18:55:00,AQUA_M-T,Oxapampa,Pasco,Peru,POINT (-10.687 -74.471)
focos_ams_ontem_hoje_ref.0ee71ebf-a070-3c73-91c4-59face5e20aa,-74.751,-11.072,2021-07-10T18:55:00,AQUA_M-T,Satipo,Junín,Peru,POINT (-11.072 -74.751)
focos_ams_ontem_hoje_ref.3124a02c-58ec-3a79-b1fb-dab2d60112a1,-74.764,-11.074,2021-07-10T18:55:00,AQUA_M-T,Satipo,Junín,Peru,POINT (-11.074 -74.764)
focos_ams_ontem_hoje_ref.2f9c2a41-a844-3f0a-ab53-63aa19e83a53,-75.058,-10.015,2021-07-10T18:55:00,AQUA_M-T,Oxapampa,Pasco,Peru,POINT (-10.015 -75.058)
focos_ams_ontem_hoje_ref.ed56bfc0-df9a-370d-bcfa-1a128be13485,-74.914,-10.247,2021-07-10T18:55:00,AQUA_M-T,Oxapampa,Pasco,Peru,POINT (-10.247 -74.914)
focos_ams_ontem_hoje_ref.34c9f407-f579-3061-bf1f-d611fdafe13b,-74.718,-10.309,2021-07-10T18:55:00,AQUA_M-T,Oxapampa,Pasco,Peru,POINT (-10.309 -74.718)
