FID,id,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,geom
focos_brasil_ontem_hoje_ref.7dacf72d-54ba-3310-94a0-502fe593c9e5,7dacf72d-54ba-3310-94a0-502fe593c9e5,-61.483,-11.433,2021-07-06T17:40:00,AQUA_M-T,CACOAL,RONDÔNIA,Brasil,1100049,11,33,,,,Amazônia,POINT (-11.433 -61.483)
focos_brasil_ontem_hoje_ref.218ba9e0-1b84-318f-bfb9-2e6594ce17b7,218ba9e0-1b84-318f-bfb9-2e6594ce17b7,-61.245,-12.579,2021-07-06T17:40:00,AQUA_M-T,CHUPINGUAIA,RONDÔNIA,Brasil,1100924,11,33,,,,Amazônia,POINT (-12.579 -61.245)
focos_brasil_ontem_hoje_ref.a3b55a5d-af6b-36dd-91af-816dfb3a8e25,a3b55a5d-af6b-36dd-91af-816dfb3a8e25,-61.164,-12.318,2021-07-06T17:40:00,AQUA_M-T,CHUPINGUAIA,RONDÔNIA,Brasil,1100924,11,33,,,,Amazônia,POINT (-12.318 -61.164)
focos_brasil_ontem_hoje_ref.682081a5-9614-393e-b639-c6c2db1e9e7f,682081a5-9614-393e-b639-c6c2db1e9e7f,-65.251,-9.603,2021-07-06T17:40:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,1100205,11,33,,,,Amazônia,POINT (-9.603 -65.251)
focos_brasil_ontem_hoje_ref.093dba10-9e9a-3181-9551-555ea6ba0471,093dba10-9e9a-3181-9551-555ea6ba0471,-64.283,-9.303,2021-07-06T17:40:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,1100205,11,33,,,,Amazônia,POINT (-9.303 -64.283)
focos_brasil_ontem_hoje_ref.af24fd89-f7d5-3df0-a68a-db9cdb8d62ba,af24fd89-f7d5-3df0-a68a-db9cdb8d62ba,-64.231,-8.848,2021-07-06T17:40:00,AQUA_M-T,CANUTAMA,AMAZONAS,Brasil,1300904,13,33,,,,Amazônia,POINT (-8.848 -64.231)
focos_brasil_ontem_hoje_ref.285cd919-8bc3-38f6-8b16-863b24f4087d,285cd919-8bc3-38f6-8b16-863b24f4087d,-64.2,-8.537,2021-07-06T17:40:00,AQUA_M-T,CANUTAMA,AMAZONAS,Brasil,1300904,13,33,,,,Amazônia,POINT (-8.537 -64.2)
focos_brasil_ontem_hoje_ref.9ca5a251-cd70-30ea-ab9f-61e926fce7e6,9ca5a251-cd70-30ea-ab9f-61e926fce7e6,-65.558,-9.789,2021-07-06T17:40:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,1100205,11,33,,,,Amazônia,POINT (-9.789 -65.558)
focos_brasil_ontem_hoje_ref.325f5b4c-6b65-38a4-b6e9-672cfeac5ccb,325f5b4c-6b65-38a4-b6e9-672cfeac5ccb,-48.991,-14.017,2021-07-06T17:40:00,AQUA_M-T,MARA ROSA,GOIÁS,Brasil,5212808,52,33,,,,Cerrado,POINT (-14.017 -48.991)
focos_brasil_ontem_hoje_ref.077deadf-bfa5-3b3a-8ccf-4ca87204d5fd,077deadf-bfa5-3b3a-8ccf-4ca87204d5fd,-48.999,-14.013,2021-07-06T17:40:00,AQUA_M-T,MARA ROSA,GOIÁS,Brasil,5212808,52,33,,,,Cerrado,POINT (-14.013 -48.999)
focos_brasil_ontem_hoje_ref.70231f06-a0b8-3be2-8125-4b35f1500b57,70231f06-a0b8-3be2-8125-4b35f1500b57,-50.425,-12.074,2021-07-06T17:40:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,1708205,17,33,,,,Cerrado,POINT (-12.074 -50.425)
focos_brasil_ontem_hoje_ref.819af95f-800a-3b79-b17c-bcd004b769e9,819af95f-800a-3b79-b17c-bcd004b769e9,-50.393,-12.068,2021-07-06T17:40:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,1708205,17,33,,,,Cerrado,POINT (-12.068 -50.393)
focos_brasil_ontem_hoje_ref.b51a530a-0f10-3cea-8ef5-11645fd524a8,b51a530a-0f10-3cea-8ef5-11645fd524a8,-50.418,-12.067,2021-07-06T17:40:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,1708205,17,33,,,,Cerrado,POINT (-12.067 -50.418)
focos_brasil_ontem_hoje_ref.3fecc8cd-b242-37f1-9082-7734fce103c3,3fecc8cd-b242-37f1-9082-7734fce103c3,-50.386,-12.062,2021-07-06T17:40:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,1708205,17,33,,,,Cerrado,POINT (-12.062 -50.386)
focos_brasil_ontem_hoje_ref.0f41cd5e-0b76-3e0a-a554-f1713c750855,0f41cd5e-0b76-3e0a-a554-f1713c750855,-50.379,-11.849,2021-07-06T17:40:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,1708205,17,33,,,,Cerrado,POINT (-11.849 -50.379)
focos_brasil_ontem_hoje_ref.916b745d-0830-3382-b02e-358e8aab9e5f,916b745d-0830-3382-b02e-358e8aab9e5f,-50.347,-11.844,2021-07-06T17:40:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,1708205,17,33,,,,Cerrado,POINT (-11.844 -50.347)
focos_brasil_ontem_hoje_ref.9fa1e161-516e-3eee-a3ea-3aca44247dd5,9fa1e161-516e-3eee-a3ea-3aca44247dd5,-50.382,-11.834,2021-07-06T17:40:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,1708205,17,33,,,,Cerrado,POINT (-11.834 -50.382)
focos_brasil_ontem_hoje_ref.388172b6-67b5-3662-bb6a-e95b869a39c7,388172b6-67b5-3662-bb6a-e95b869a39c7,-50.388,-11.826,2021-07-06T17:40:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,1708205,17,33,,,,Cerrado,POINT (-11.826 -50.388)
focos_brasil_ontem_hoje_ref.ef3cde78-c4cc-3815-bfe4-d3b04229d118,ef3cde78-c4cc-3815-bfe4-d3b04229d118,-49.924,-11.677,2021-07-06T17:40:00,AQUA_M-T,FORMOSO DO ARAGUAIA,TOCANTINS,Brasil,1708205,17,33,,,,Cerrado,POINT (-11.677 -49.924)
