FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.9b192377-5c79-30cc-82cd-fdcc56963493,-79.945,-4.398,2021-07-03T18:50:00,AQUA_M-T,Ayabaca,Piura,Peru,POINT (-4.398 -79.945)
focos_ams_ontem_hoje_ref.fd42aaf4-c068-323d-b40a-27be4042e72b,-77.176,-6.119,2021-07-03T18:50:00,AQUA_M-T,Rioja,San Martín,Peru,POINT (-6.119 -77.176)
focos_ams_ontem_hoje_ref.911fcf73-7514-37d4-a909-3075a59e6dd5,-80.467,-3.552,2021-07-03T18:50:00,AQUA_M-T,Tumbes,Tumbes,Peru,POINT (-3.552 -80.467)
focos_ams_ontem_hoje_ref.de55ca0c-7423-37e6-a605-b9f7bcaf50eb,-76.472,-7.279,2021-07-03T18:50:00,AQUA_M-T,Bellavista,San Martín,Peru,POINT (-7.279 -76.472)
focos_ams_ontem_hoje_ref.b308df94-8d2f-3e53-9667-7f0eb84630f3,-76.88,-6.104,2021-07-03T18:50:00,AQUA_M-T,Moyobamba,San Martín,Peru,POINT (-6.104 -76.88)
focos_ams_ontem_hoje_ref.748750d5-bd10-30dc-8c93-6c541e7edcd8,-80.519,-4.701,2021-07-03T18:50:00,AQUA_M-T,Sullana,Piura,Peru,POINT (-4.701 -80.519)
focos_ams_ontem_hoje_ref.7dea7a43-d4ae-3fe0-81f4-40286e31f5a8,-77.738,-7.277,2021-07-03T18:50:00,AQUA_M-T,Bolívar,La Libertad,Peru,POINT (-7.277 -77.738)
focos_ams_ontem_hoje_ref.1b306f7e-8a2e-3df6-a3bb-d4fff416f431,-72.803,8.147,2021-07-03T18:50:00,AQUA_M-T,Sardinata,Norte de Santander,Colombia,POINT (8.147 -72.803)
focos_ams_ontem_hoje_ref.a77b1cec-7ffc-3393-8ab9-9e2f8a828e05,-75.928,-6.087,2021-07-03T18:50:00,AQUA_M-T,Alto Amazonas,Loreto,Peru,POINT (-6.087 -75.928)
focos_ams_ontem_hoje_ref.d6c86ecf-7d85-3b08-8120-90b4cf2e40d2,-75.082,6.705,2021-07-03T18:50:00,AQUA_M-T,Yolombó,Antioquia,Colombia,POINT (6.705 -75.082)
