FID,id,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,geom
focos_brasil_ontem_hoje_ref.2a18a230-faa2-3928-a892-19391b3495e1,2a18a230-faa2-3928-a892-19391b3495e1,-69.585,-10.785,2021-07-14T18:30:00,AQUA_M-T,BRASILÉIA,ACRE,Brasil,1200104,12,33,,,,Amazônia,POINT (-10.785 -69.585)
focos_brasil_ontem_hoje_ref.ff9a5e66-8776-343f-a468-435e0679af1c,ff9a5e66-8776-343f-a468-435e0679af1c,-69.574,-10.783,2021-07-14T18:30:00,AQUA_M-T,BRASILÉIA,ACRE,Brasil,1200104,12,33,,,,Amazônia,POINT (-10.783 -69.574)
focos_brasil_ontem_hoje_ref.1b4c36cb-abb2-3b12-9331-2fef1d80af18,1b4c36cb-abb2-3b12-9331-2fef1d80af18,-69.656,-10.724,2021-07-14T18:30:00,AQUA_M-T,BRASILÉIA,ACRE,Brasil,1200104,12,33,,,,Amazônia,POINT (-10.724 -69.656)
focos_brasil_ontem_hoje_ref.30258653-fb67-3ec4-97a7-ededa9e375ad,30258653-fb67-3ec4-97a7-ededa9e375ad,-70.37,-7.998,2021-07-14T18:30:00,AQUA_M-T,FEIJÓ,ACRE,Brasil,1200302,12,33,,,,Amazônia,POINT (-7.998 -70.37)
focos_brasil_ontem_hoje_ref.946e2eef-c913-3455-997d-04e113f2e520,946e2eef-c913-3455-997d-04e113f2e520,-72.395,-7.835,2021-07-14T18:30:00,AQUA_M-T,CRUZEIRO DO SUL,ACRE,Brasil,1200203,12,33,,,,Amazônia,POINT (-7.835 -72.395)
focos_brasil_ontem_hoje_ref.a879a294-55a9-3f5a-8d0f-977daca7bfc2,a879a294-55a9-3f5a-8d0f-977daca7bfc2,-72.604,-7.691,2021-07-14T18:30:00,AQUA_M-T,CRUZEIRO DO SUL,ACRE,Brasil,1200203,12,33,,,,Amazônia,POINT (-7.691 -72.604)
focos_brasil_ontem_hoje_ref.d8687eee-7e86-38ef-bea8-5e3c15c967d5,d8687eee-7e86-38ef-bea8-5e3c15c967d5,-73.054,-7.681,2021-07-14T18:30:00,AQUA_M-T,RODRIGUES ALVES,ACRE,Brasil,1200427,12,33,,,,Amazônia,POINT (-7.681 -73.054)
focos_brasil_ontem_hoje_ref.f7fdab8d-5a85-3da2-895b-81b36c740e69,f7fdab8d-5a85-3da2-895b-81b36c740e69,-65.293,-10.743,2021-07-14T18:30:00,AQUA_M-T,GUAJARÁ-MIRIM,RONDÔNIA,Brasil,1100106,11,33,,,,Amazônia,POINT (-10.743 -65.293)
focos_brasil_ontem_hoje_ref.1de528b5-77ca-37ba-a0dd-c9f2c673781c,1de528b5-77ca-37ba-a0dd-c9f2c673781c,-65.266,-10.109,2021-07-14T18:30:00,AQUA_M-T,NOVA MAMORÉ,RONDÔNIA,Brasil,1100338,11,33,,,,Amazônia,POINT (-10.109 -65.266)
focos_brasil_ontem_hoje_ref.654c774f-ddd3-3411-a098-62cd402bf89d,654c774f-ddd3-3411-a098-62cd402bf89d,-65.272,-10.103,2021-07-14T18:30:00,AQUA_M-T,NOVA MAMORÉ,RONDÔNIA,Brasil,1100338,11,33,,,,Amazônia,POINT (-10.103 -65.272)
focos_brasil_ontem_hoje_ref.8cd3233c-dcbb-351e-83a2-f99b9065d736,8cd3233c-dcbb-351e-83a2-f99b9065d736,-62.422,-9.542,2021-07-14T18:30:00,AQUA_M-T,MACHADINHO D'OESTE,RONDÔNIA,Brasil,1100130,11,33,,,,Amazônia,POINT (-9.542 -62.422)
focos_brasil_ontem_hoje_ref.80a1e754-7871-3010-865c-77ff837b4414,80a1e754-7871-3010-865c-77ff837b4414,-73.156,-7.42,2021-07-14T18:30:00,AQUA_M-T,MÂNCIO LIMA,ACRE,Brasil,1200336,12,33,,,,Amazônia,POINT (-7.42 -73.156)
focos_brasil_ontem_hoje_ref.0170594c-c03f-3def-a8db-ab6ec651517d,0170594c-c03f-3def-a8db-ab6ec651517d,-73.459,-7.426,2021-07-14T18:30:00,AQUA_M-T,MÂNCIO LIMA,ACRE,Brasil,1200336,12,33,,,,Amazônia,POINT (-7.426 -73.459)
focos_brasil_ontem_hoje_ref.b3258163-0ca9-3ca2-af97-0248fb47c71c,b3258163-0ca9-3ca2-af97-0248fb47c71c,-72.499,-7.969,2021-07-14T18:30:00,AQUA_M-T,CRUZEIRO DO SUL,ACRE,Brasil,1200203,12,33,,,,Amazônia,POINT (-7.969 -72.499)
focos_brasil_ontem_hoje_ref.e2383e5b-e487-31da-b8ec-c88e39c8dcbf,e2383e5b-e487-31da-b8ec-c88e39c8dcbf,-72.508,-7.97,2021-07-14T18:30:00,AQUA_M-T,CRUZEIRO DO SUL,ACRE,Brasil,1200203,12,33,,,,Amazônia,POINT (-7.97 -72.508)
focos_brasil_ontem_hoje_ref.1f8bad89-95fe-3639-a88e-32fc53d5e110,1f8bad89-95fe-3639-a88e-32fc53d5e110,-72.679,-8.98,2021-07-14T18:30:00,AQUA_M-T,MARECHAL THAUMATURGO,ACRE,Brasil,1200351,12,33,,,,Amazônia,POINT (-8.98 -72.679)
focos_brasil_ontem_hoje_ref.d070dd7f-e4a4-3e32-93da-8dd6495179f3,d070dd7f-e4a4-3e32-93da-8dd6495179f3,-72.308,-7.629,2021-07-14T18:30:00,AQUA_M-T,CRUZEIRO DO SUL,ACRE,Brasil,1200203,12,33,,,,Amazônia,POINT (-7.629 -72.308)
focos_brasil_ontem_hoje_ref.101ed099-6ac9-363f-b9a7-1a7cf0f1571f,101ed099-6ac9-363f-b9a7-1a7cf0f1571f,-72.317,-7.631,2021-07-14T18:30:00,AQUA_M-T,CRUZEIRO DO SUL,ACRE,Brasil,1200203,12,33,,,,Amazônia,POINT (-7.631 -72.317)
focos_brasil_ontem_hoje_ref.9fb6b0de-30fb-3b4c-ba1d-0e97e16dcd9c,9fb6b0de-30fb-3b4c-ba1d-0e97e16dcd9c,-65.154,-9.703,2021-07-14T18:30:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,1100205,11,33,,,,Amazônia,POINT (-9.703 -65.154)
focos_brasil_ontem_hoje_ref.19703cc5-3557-361d-a0a6-4575d470d953,19703cc5-3557-361d-a0a6-4575d470d953,-65.272,-9.615,2021-07-14T18:30:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,1100205,11,33,,,,Amazônia,POINT (-9.615 -65.272)
focos_brasil_ontem_hoje_ref.d2dd3001-d42b-3201-b5eb-8958823bf3c2,d2dd3001-d42b-3201-b5eb-8958823bf3c2,-63.429,-9.17,2021-07-14T18:30:00,AQUA_M-T,ITAPUÃ DO OESTE,RONDÔNIA,Brasil,1101104,11,33,,,,Amazônia,POINT (-9.17 -63.429)
focos_brasil_ontem_hoje_ref.d0611086-4cfd-34c6-a5a4-e40a54c661c4,d0611086-4cfd-34c6-a5a4-e40a54c661c4,-70.441,-9.51,2021-07-14T18:30:00,AQUA_M-T,SANTA ROSA DO PURUS,ACRE,Brasil,1200435,12,33,,,,Amazônia,POINT (-9.51 -70.441)
focos_brasil_ontem_hoje_ref.30ee964e-08c1-362e-bd72-1eff44d170b7,30ee964e-08c1-362e-bd72-1eff44d170b7,-70.431,-9.509,2021-07-14T18:30:00,AQUA_M-T,SANTA ROSA DO PURUS,ACRE,Brasil,1200435,12,33,,,,Amazônia,POINT (-9.509 -70.431)
focos_brasil_ontem_hoje_ref.eb4521ff-e287-3028-9fff-96aaa9a64a8d,eb4521ff-e287-3028-9fff-96aaa9a64a8d,-71.218,-8.806,2021-07-14T18:30:00,AQUA_M-T,TARAUACÁ,ACRE,Brasil,1200609,12,33,,,,Amazônia,POINT (-8.806 -71.218)
focos_brasil_ontem_hoje_ref.ec3b28a2-db56-3ac3-b33f-1949ee6615d7,ec3b28a2-db56-3ac3-b33f-1949ee6615d7,-71.043,-8.365,2021-07-14T18:30:00,AQUA_M-T,TARAUACÁ,ACRE,Brasil,1200609,12,33,,,,Amazônia,POINT (-8.365 -71.043)
focos_brasil_ontem_hoje_ref.1218c08c-5b3c-3f23-ae08-6748eae58288,1218c08c-5b3c-3f23-ae08-6748eae58288,-70.73,-8.347,2021-07-14T18:30:00,AQUA_M-T,TARAUACÁ,ACRE,Brasil,1200609,12,33,,,,Amazônia,POINT (-8.347 -70.73)
focos_brasil_ontem_hoje_ref.24700078-438d-3eb3-9e47-2f861830b434,24700078-438d-3eb3-9e47-2f861830b434,-70.77,-8.169,2021-07-14T18:30:00,AQUA_M-T,TARAUACÁ,ACRE,Brasil,1200609,12,33,,,,Amazônia,POINT (-8.169 -70.77)
focos_brasil_ontem_hoje_ref.d8d95bf6-9daa-3a36-9d75-34db873f4277,d8d95bf6-9daa-3a36-9d75-34db873f4277,-70.987,-8.06,2021-07-14T18:30:00,AQUA_M-T,TARAUACÁ,ACRE,Brasil,1200609,12,33,,,,Amazônia,POINT (-8.06 -70.987)
focos_brasil_ontem_hoje_ref.205e2a33-04bd-37b1-ad9b-a8b43a009f45,205e2a33-04bd-37b1-ad9b-a8b43a009f45,-70.493,-8.128,2021-07-14T18:30:00,AQUA_M-T,FEIJÓ,ACRE,Brasil,1200302,12,33,,,,Amazônia,POINT (-8.128 -70.493)
focos_brasil_ontem_hoje_ref.b0e87a9d-b088-3b6b-80e9-a2eef484c4b0,b0e87a9d-b088-3b6b-80e9-a2eef484c4b0,-70.72,-8.346,2021-07-14T18:30:00,AQUA_M-T,TARAUACÁ,ACRE,Brasil,1200609,12,33,,,,Amazônia,POINT (-8.346 -70.72)
focos_brasil_ontem_hoje_ref.b815d1fe-09e3-379f-9262-7119bf06c014,b815d1fe-09e3-379f-9262-7119bf06c014,-71.123,-8.274,2021-07-14T18:30:00,AQUA_M-T,TARAUACÁ,ACRE,Brasil,1200609,12,33,,,,Amazônia,POINT (-8.274 -71.123)
focos_brasil_ontem_hoje_ref.4cf361da-dd31-3abf-a53b-3847dfbe9b38,4cf361da-dd31-3abf-a53b-3847dfbe9b38,-68.938,-10.492,2021-07-14T18:30:00,AQUA_M-T,XAPURI,ACRE,Brasil,1200708,12,33,,,,Amazônia,POINT (-10.492 -68.938)
focos_brasil_ontem_hoje_ref.58beb1fe-f17b-3e54-9bf5-f721a02599b6,58beb1fe-f17b-3e54-9bf5-f721a02599b6,-69.158,-10.586,2021-07-14T18:30:00,AQUA_M-T,BRASILÉIA,ACRE,Brasil,1200104,12,33,,,,Amazônia,POINT (-10.586 -69.158)
focos_brasil_ontem_hoje_ref.1c467ece-3175-3e8b-a036-edf8079dee2f,1c467ece-3175-3e8b-a036-edf8079dee2f,-68.945,-10.49,2021-07-14T18:30:00,AQUA_M-T,XAPURI,ACRE,Brasil,1200708,12,33,,,,Amazônia,POINT (-10.49 -68.945)
focos_brasil_ontem_hoje_ref.97b9778e-9550-3ffc-9ff1-81f184ac65f1,97b9778e-9550-3ffc-9ff1-81f184ac65f1,-68.933,-10.489,2021-07-14T18:30:00,AQUA_M-T,XAPURI,ACRE,Brasil,1200708,12,33,,,,Amazônia,POINT (-10.489 -68.933)
focos_brasil_ontem_hoje_ref.4c09b60b-9173-3548-ad17-b1a335b89e7f,4c09b60b-9173-3548-ad17-b1a335b89e7f,-68.788,-10.027,2021-07-14T18:30:00,AQUA_M-T,RIO BRANCO,ACRE,Brasil,1200401,12,33,,,,Amazônia,POINT (-10.027 -68.788)
focos_brasil_ontem_hoje_ref.aac7b068-dddd-3fb5-af6b-ce59fcfc6e2d,aac7b068-dddd-3fb5-af6b-ce59fcfc6e2d,-67.843,-10.003,2021-07-14T18:30:00,AQUA_M-T,RIO BRANCO,ACRE,Brasil,1200401,12,33,,,,Amazônia,POINT (-10.003 -67.843)
focos_brasil_ontem_hoje_ref.ca89f044-42cc-3241-ae71-8a8175f6deb7,ca89f044-42cc-3241-ae71-8a8175f6deb7,-67.277,-8.786,2021-07-14T18:30:00,AQUA_M-T,BOCA DO ACRE,AMAZONAS,Brasil,1300706,13,33,,,,Amazônia,POINT (-8.786 -67.277)
focos_brasil_ontem_hoje_ref.effd14bb-94bf-38d0-95f0-9ec992aa85f5,effd14bb-94bf-38d0-95f0-9ec992aa85f5,-69.725,-7.053,2021-07-14T18:30:00,AQUA_M-T,EIRUNEPÉ,AMAZONAS,Brasil,1301407,13,33,,,,Amazônia,POINT (-7.053 -69.725)
focos_brasil_ontem_hoje_ref.cfef91da-6242-36ad-a33a-ae10d0c3682d,cfef91da-6242-36ad-a33a-ae10d0c3682d,-69.666,-10.726,2021-07-14T18:30:00,AQUA_M-T,BRASILÉIA,ACRE,Brasil,1200104,12,33,,,,Amazônia,POINT (-10.726 -69.666)
focos_brasil_ontem_hoje_ref.328ae3ce-ee9a-3d50-8685-fb3c0d706b90,328ae3ce-ee9a-3d50-8685-fb3c0d706b90,-48.634,-16.493,2021-07-14T16:50:00,AQUA_M-T,GAMELEIRA DE GOIÁS,GOIÁS,Brasil,5208152,52,33,,,,Cerrado,POINT (-16.493 -48.634)
