datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2021/06/27 17:40:00,AQUA_M-T,Brasil,SAO PAULO,BURITAMA,Mata Atlantica,,,,-21,-50.236,88.8
2021/06/27 17:40:00,AQUA_M-T,Brasil,SAO PAULO,BURITAMA,Mata Atlantica,,,,-20.997,-50.232,37.5
2021/06/27 17:40:00,AQUA_M-T,Brasil,GOIAS,INACIOLANDIA,Mata Atlantica,,,,-18.61,-49.802,240.1
2021/06/27 17:40:00,AQUA_M-T,Brasil,GOIAS,INACIOLANDIA,Mata Atlantica,,,,-18.601,-49.796,203.9
2021/06/27 17:40:00,AQUA_M-T,Brasil,GOIAS,INACIOLANDIA,Mata Atlantica,,,,-18.594,-49.806,127
2021/06/27 17:40:00,AQUA_M-T,Brasil,GOIAS,INACIOLANDIA,Mata Atlantica,,,,-18.585,-49.8,64.3
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CAMPINAPOLIS,Cerrado,,,,-14.341,-53.428,28.9
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CAMPINAPOLIS,Cerrado,,,,-14.34,-53.444,32.8
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.821,-52.896,1806.9
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CAMPINAPOLIS,Cerrado,,,,-14.336,-53.422,20.5
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,SAO FELIX DO ARAGUAIA,Amazonia,,,,-11.349,-52.665,124.7
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CAMPO NOVO DO PARECIS,Cerrado,,,,-13.851,-58.115,17.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.816,-52.876,5013.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CAMPO NOVO DO PARECIS,Cerrado,,,,-13.841,-58.117,16.4
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CAMPO NOVO DO PARECIS,Cerrado,,,,-13.84,-58.106,16.5
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.816,-52.869,3589.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazonia,,,,-12.724,-55.204,80.8
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,UNIAO DO SUL,Amazonia,,,,-11.316,-53.951,32.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,,,,-10.65,-53.742,38.9
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazonia,,,,-12.721,-55.186,916.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.811,-52.849,451.7
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazonia,,,,-12.718,-55.168,68.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazonia,,,,-12.709,-55.188,80
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,SINOP,Amazonia,,,,-11.751,-55.124,26.3
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazonia,,,,-12.706,-55.194,18.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazonia,,,,-12.704,-55.176,31.7
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,,,,-12.679,-57.376,30.7
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,SAO FELIX DO ARAGUAIA,Cerrado,,,,-11.721,-51.717,52.8
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,,,,-12.677,-57.364,473.4
2021/06/27 17:45:00,AQUA_M-T,Brasil,RONDONIA,GUAJARA-MIRIM,Amazonia,,,,-11.185,-64.8,7.2
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,,,,-10.646,-53.717,27.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,PARANATINGA,Amazonia,,,,-12.456,-54.089,84.8
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,SAO FELIX DO ARAGUAIA,Amazonia,,,,-11.457,-52.061,70.3
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,MATUPA,Amazonia,,,,-10.101,-54.673,48.5
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,PARANATINGA,Amazonia,,,,-12.453,-54.067,20.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,TOCANTINS,FORMOSO DO ARAGUAIA,Cerrado,,,,-12.27,-50.597,60.9
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,JUARA,Amazonia,,,,-11.429,-57.801,20.4
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,,,,-18.599,-55.972,11.9
2021/06/27 17:45:00,AQUA_M-T,Brasil,TOCANTINS,FORMOSO DO ARAGUAIA,Cerrado,,,,-12.263,-50.561,87.4
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,MATUPA,Amazonia,,,,-10.097,-54.652,48.3
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,,,,-10.789,-54.177,85.2
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,JUARA,Amazonia,,,,-10.519,-57.284,15.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,TOCANTINS,FORMOSO DO ARAGUAIA,Cerrado,,,,-12.262,-50.557,72.9
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,UNIAO DO SUL,Amazonia,,,,-11.427,-54.068,50.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA CRUZ DO XINGU,Amazonia,,,,-10.099,-52.765,68.4
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,,,,-17.8,-55.928,13.4
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,,,,-17.796,-55.934,7.5
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazonia,,,,-12.106,-54.502,24.5
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,UNIAO DO SUL,Amazonia,,,,-11.421,-54.075,124.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,RONDONIA,RIO CRESPO,Amazonia,,,,-9.634,-63.069,14.8
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,PORTO DOS GAUCHOS,Amazonia,,,,-11.988,-57.12,14.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,RONDONIA,RIO CRESPO,Amazonia,,,,-9.632,-63.06,9.3
2021/06/27 17:45:00,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,Amazonia,,,,-9.503,-67.418,18.2
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA CARMEM,Amazonia,,,,-11.954,-54.694,29.2
2021/06/27 17:45:00,AQUA_M-T,Brasil,RONDONIA,MACHADINHO D'OESTE,Amazonia,,,,-9.408,-62.257,13.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,UNIAO DO SUL,Amazonia,,,,-11.417,-54.094,49.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,,,,-10.782,-54.185,288.2
2021/06/27 17:45:00,AQUA_M-T,Brasil,RONDONIA,ITAPUA DO OESTE,Amazonia,,,,-9.199,-63.319,88.7
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,SANTA CARMEM,Amazonia,,,,-11.954,-54.687,36.4
2021/06/27 17:45:00,AQUA_M-T,Brasil,RONDONIA,CANDEIAS DO JAMARI,Amazonia,,,,-9.135,-63.581,10.8
2021/06/27 17:45:00,AQUA_M-T,Brasil,RONDONIA,CANDEIAS DO JAMARI,Amazonia,,,,-9.133,-63.571,11.3
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.939,-52.789,65.7
2021/06/27 17:45:00,AQUA_M-T,Brasil,RONDONIA,MACHADINHO D'OESTE,Amazonia,,,,-9.102,-61.849,9.8
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,UNIAO DO SUL,Amazonia,,,,-11.413,-54.071,145.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,RONDONIA,PORTO VELHO,Amazonia,,,,-9,-63.865,10.5
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.937,-52.784,88.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,ACRE,CRUZEIRO DO SUL,Amazonia,,,,-7.743,-72.316,23.8
2021/06/27 17:45:00,AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,,,,-7.273,-64.799,11.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,BOM JESUS DO ARAGUAIA,Amazonia,,,,-11.937,-51.764,49.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,AMAZONAS,TAPAUA,Amazonia,,,,-5.631,-63.191,5.2
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,UNIAO DO SUL,Amazonia,,,,-11.408,-54.077,51.3
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,,,,-10.78,-54.202,83.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,AMAZONAS,MANAQUIRI,Amazonia,,,,-3.411,-60.443,5.4
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.935,-52.761,67.8
2021/06/27 17:45:00,AQUA_M-T,Brasil,AMAZONAS,MANAQUIRI,Amazonia,,,,-3.409,-60.432,10.3
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CHAPADA DOS GUIMARAES,Cerrado,,,,-15.435,-55.856,130
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.932,-52.756,42.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CHAPADA DOS GUIMARAES,Cerrado,,,,-15.433,-55.842,23.1
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,UNIAO DO SUL,Amazonia,,,,-11.4,-54.441,23
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CHAPADA DOS GUIMARAES,Cerrado,,,,-15.424,-55.859,17.9
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.83,-52.873,205.6
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CAMPINAPOLIS,Cerrado,,,,-14.651,-53.049,45.5
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CAMPINAPOLIS,Cerrado,,,,-14.645,-53.058,40.3
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.83,-52.866,86.2
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,NOVA NAZARE,Cerrado,,,,-14.37,-52.091,43.5
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,SAO FELIX DO ARAGUAIA,Amazonia,,,,-11.354,-52.669,110.2
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,,,,-10.776,-54.179,171.4
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,NOVA NAZARE,Cerrado,,,,-14.367,-52.087,46.2
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,QUERENCIA,Amazonia,,,,-11.826,-52.846,61.2
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,ALTO BOA VISTA,Cerrado,,,,-11.727,-51.711,71.9
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazonia,,,,-12.706,-55.17,22.8
2021/06/27 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,MATUPA,Amazonia,,,,-10.11,-54.665,56
2021/06/27 17:50:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazonia,,,,3.875,-61.119,7.7
2021/06/27 17:50:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,,,,1.226,-55.958,21.7
