FID,id,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,geom
focos_brasil_ontem_hoje_ref.a3207ace-adce-3d66-9917-008e2af409b0,a3207ace-adce-3d66-9917-008e2af409b0,-65.963,-9.57,2021-06-30T18:15:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,1100205,11,33,,,,Amazônia,POINT (-9.57 -65.963)
focos_brasil_ontem_hoje_ref.86387813-45b4-3050-877b-2a66888c9b14,86387813-45b4-3050-877b-2a66888c9b14,-57.415,-15.218,2021-06-30T18:15:00,AQUA_M-T,BARRA DO BUGRES,MATO GROSSO,Brasil,5101704,51,33,,,,Amazônia,POINT (-15.218 -57.415)
focos_brasil_ontem_hoje_ref.67ce95f0-7bd5-3e45-958d-0b46c068e478,67ce95f0-7bd5-3e45-958d-0b46c068e478,-57.378,-15.211,2021-06-30T18:15:00,AQUA_M-T,BARRA DO BUGRES,MATO GROSSO,Brasil,5101704,51,33,,,,Amazônia,POINT (-15.211 -57.378)
focos_brasil_ontem_hoje_ref.23f017d0-a2c7-399c-ab82-f2cbe89cb445,23f017d0-a2c7-399c-ab82-f2cbe89cb445,-57.374,-15.21,2021-06-30T18:15:00,AQUA_M-T,BARRA DO BUGRES,MATO GROSSO,Brasil,5101704,51,33,,,,Amazônia,POINT (-15.21 -57.374)
focos_brasil_ontem_hoje_ref.4fe11a04-fa43-37db-aa3b-c3ae04bdedcb,4fe11a04-fa43-37db-aa3b-c3ae04bdedcb,-57.46,-15.209,2021-06-30T18:15:00,AQUA_M-T,BARRA DO BUGRES,MATO GROSSO,Brasil,5101704,51,33,,,,Amazônia,POINT (-15.209 -57.46)
focos_brasil_ontem_hoje_ref.dc54a9bb-cce3-3e23-92a8-140e585c03fa,dc54a9bb-cce3-3e23-92a8-140e585c03fa,-57.909,-21.657,2021-06-30T18:15:00,AQUA_M-T,PORTO MURTINHO,MATO GROSSO DO SUL,Brasil,5006903,50,33,,,,Pantanal,POINT (-21.657 -57.909)
focos_brasil_ontem_hoje_ref.2365d543-69bb-3b09-ba63-1fdae88f288c,2365d543-69bb-3b09-ba63-1fdae88f288c,-57.424,-15.202,2021-06-30T18:15:00,AQUA_M-T,BARRA DO BUGRES,MATO GROSSO,Brasil,5101704,51,33,,,,Amazônia,POINT (-15.202 -57.424)
focos_brasil_ontem_hoje_ref.86d590f8-4581-3f64-b1de-ccdcbfd2cee7,86d590f8-4581-3f64-b1de-ccdcbfd2cee7,-57.912,-21.642,2021-06-30T18:15:00,AQUA_M-T,PORTO MURTINHO,MATO GROSSO DO SUL,Brasil,5006903,50,33,,,,Pantanal,POINT (-21.642 -57.912)
focos_brasil_ontem_hoje_ref.d8738f56-c751-3af4-8161-ede8c46d302b,d8738f56-c751-3af4-8161-ede8c46d302b,-62.849,-10.682,2021-06-30T18:15:00,AQUA_M-T,GOVERNADOR JORGE TEIXEIRA,RONDÔNIA,Brasil,1101005,11,33,,,,Amazônia,POINT (-10.682 -62.849)
focos_brasil_ontem_hoje_ref.e83081bc-a248-3263-b810-c53760e3d11c,e83081bc-a248-3263-b810-c53760e3d11c,-57.477,-21.275,2021-06-30T18:15:00,AQUA_M-T,PORTO MURTINHO,MATO GROSSO DO SUL,Brasil,5006903,50,33,,,,Cerrado,POINT (-21.275 -57.477)
focos_brasil_ontem_hoje_ref.83fd6ab2-09b3-3569-bdc9-13c799892a8e,83fd6ab2-09b3-3569-bdc9-13c799892a8e,-57.484,-21.266,2021-06-30T18:15:00,AQUA_M-T,PORTO MURTINHO,MATO GROSSO DO SUL,Brasil,5006903,50,33,,,,Cerrado,POINT (-21.266 -57.484)
focos_brasil_ontem_hoje_ref.657ac3ce-1e74-3c17-97e0-35e2c974461a,657ac3ce-1e74-3c17-97e0-35e2c974461a,-56.518,-21.125,2021-06-30T18:15:00,AQUA_M-T,BONITO,MATO GROSSO DO SUL,Brasil,5002209,50,33,,,,Cerrado,POINT (-21.125 -56.518)
focos_brasil_ontem_hoje_ref.2af42971-5b38-3bf3-9d47-4b0d0cafb36d,2af42971-5b38-3bf3-9d47-4b0d0cafb36d,-57.419,-15.201,2021-06-30T18:15:00,AQUA_M-T,BARRA DO BUGRES,MATO GROSSO,Brasil,5101704,51,33,,,,Amazônia,POINT (-15.201 -57.419)
focos_brasil_ontem_hoje_ref.da086181-6964-3314-802b-113e960851d4,da086181-6964-3314-802b-113e960851d4,-56.524,-21.121,2021-06-30T18:15:00,AQUA_M-T,BONITO,MATO GROSSO DO SUL,Brasil,5002209,50,33,,,,Cerrado,POINT (-21.121 -56.524)
focos_brasil_ontem_hoje_ref.a2a68a76-8b24-3900-acb1-efd8cee410b3,a2a68a76-8b24-3900-acb1-efd8cee410b3,-56.829,-20.361,2021-06-30T18:15:00,AQUA_M-T,MIRANDA,MATO GROSSO DO SUL,Brasil,5005608,50,33,,,,Cerrado,POINT (-20.361 -56.829)
focos_brasil_ontem_hoje_ref.5110f5d3-9bcb-30de-9103-1e8f0b3a6dd6,5110f5d3-9bcb-30de-9103-1e8f0b3a6dd6,-56.838,-20.355,2021-06-30T18:15:00,AQUA_M-T,BODOQUENA,MATO GROSSO DO SUL,Brasil,5002159,50,33,,,,Cerrado,POINT (-20.355 -56.838)
focos_brasil_ontem_hoje_ref.f51f73b6-12de-388e-94a2-4503c16209c9,f51f73b6-12de-388e-94a2-4503c16209c9,-59.117,-14.738,2021-06-30T18:15:00,AQUA_M-T,PONTES E LACERDA,MATO GROSSO,Brasil,5106752,51,33,,,,Cerrado,POINT (-14.738 -59.117)
focos_brasil_ontem_hoje_ref.f6808637-3f7f-3773-bded-7f9b8e71a7a0,f6808637-3f7f-3773-bded-7f9b8e71a7a0,-58.637,-10.616,2021-06-30T18:15:00,AQUA_M-T,JURUENA,MATO GROSSO,Brasil,5105176,51,33,,,,Amazônia,POINT (-10.616 -58.637)
focos_brasil_ontem_hoje_ref.15ed09aa-b24f-3a38-8a51-d5f28c13ae1f,15ed09aa-b24f-3a38-8a51-d5f28c13ae1f,-59.151,-14.728,2021-06-30T18:15:00,AQUA_M-T,PONTES E LACERDA,MATO GROSSO,Brasil,5106752,51,33,,,,Cerrado,POINT (-14.728 -59.151)
focos_brasil_ontem_hoje_ref.f6a5ed6c-f083-3aff-bff7-da68444c648e,f6a5ed6c-f083-3aff-bff7-da68444c648e,-59.12,-14.722,2021-06-30T18:15:00,AQUA_M-T,PONTES E LACERDA,MATO GROSSO,Brasil,5106752,51,33,,,,Cerrado,POINT (-14.722 -59.12)
focos_brasil_ontem_hoje_ref.90b5fc5b-c5f5-3a1a-8c64-be869b44b892,90b5fc5b-c5f5-3a1a-8c64-be869b44b892,-58.632,-10.599,2021-06-30T18:15:00,AQUA_M-T,JURUENA,MATO GROSSO,Brasil,5105176,51,33,,,,Amazônia,POINT (-10.599 -58.632)
focos_brasil_ontem_hoje_ref.d9d6e530-80c7-378a-ab46-38d6cdc401de,d9d6e530-80c7-378a-ab46-38d6cdc401de,-59.129,-14.712,2021-06-30T18:15:00,AQUA_M-T,PONTES E LACERDA,MATO GROSSO,Brasil,5106752,51,33,,,,Cerrado,POINT (-14.712 -59.129)
focos_brasil_ontem_hoje_ref.98322914-46e4-3ccb-954b-cac9d7c267c4,98322914-46e4-3ccb-954b-cac9d7c267c4,-58.602,-14.44,2021-06-30T18:15:00,AQUA_M-T,TANGARÁ DA SERRA,MATO GROSSO,Brasil,5107958,51,33,,,,Cerrado,POINT (-14.44 -58.602)
focos_brasil_ontem_hoje_ref.0711a735-98cf-3787-8161-1d5b5c887be8,0711a735-98cf-3787-8161-1d5b5c887be8,-58.611,-14.433,2021-06-30T18:15:00,AQUA_M-T,TANGARÁ DA SERRA,MATO GROSSO,Brasil,5107958,51,33,,,,Cerrado,POINT (-14.433 -58.611)
focos_brasil_ontem_hoje_ref.4400db0b-a5a0-3293-ac5d-a7356e6110c1,4400db0b-a5a0-3293-ac5d-a7356e6110c1,-58.576,-14.427,2021-06-30T18:15:00,AQUA_M-T,TANGARÁ DA SERRA,MATO GROSSO,Brasil,5107958,51,33,,,,Cerrado,POINT (-14.427 -58.576)
focos_brasil_ontem_hoje_ref.88736740-03e5-34b3-acfe-3a1f23725dc0,88736740-03e5-34b3-acfe-3a1f23725dc0,-60.836,-13.531,2021-06-30T18:15:00,AQUA_M-T,CABIXI,RONDÔNIA,Brasil,1100031,11,33,,,,Amazônia,POINT (-13.531 -60.836)
focos_brasil_ontem_hoje_ref.8de63c80-fd8d-33fd-a6ee-62d7b5bcfba3,8de63c80-fd8d-33fd-a6ee-62d7b5bcfba3,-60.831,-13.521,2021-06-30T18:15:00,AQUA_M-T,CABIXI,RONDÔNIA,Brasil,1100031,11,33,,,,Amazônia,POINT (-13.521 -60.831)
focos_brasil_ontem_hoje_ref.1f981130-488a-32ff-8c8d-9026508e7225,1f981130-488a-32ff-8c8d-9026508e7225,-65.951,-9.568,2021-06-30T18:15:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,1100205,11,33,,,,Amazônia,POINT (-9.568 -65.951)
focos_brasil_ontem_hoje_ref.09f31e83-a705-3d0c-a2db-bced8c1a8ec5,09f31e83-a705-3d0c-a2db-bced8c1a8ec5,-62.817,-11.937,2021-06-30T18:15:00,AQUA_M-T,SÃO MIGUEL DO GUAPORÉ,RONDÔNIA,Brasil,1100320,11,33,,,,Amazônia,POINT (-11.937 -62.817)
