FID,id,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,geom
focos_brasil_ontem_hoje_ref.501b6d61-d308-32be-918b-be52d3c9bc31,501b6d61-d308-32be-918b-be52d3c9bc31,-62.278,-9.412,2021-06-28T18:30:00,AQUA_M-T,MACHADINHO D'OESTE,RONDÔNIA,Brasil,1100130,11,33,11,0.2,1,Amazônia,POINT (-9.412 -62.278)
focos_brasil_ontem_hoje_ref.9a622115-a15e-36f6-b02b-e76455e9c2db,9a622115-a15e-36f6-b02b-e76455e9c2db,-62.283,-9.412,2021-06-28T18:30:00,AQUA_M-T,MACHADINHO D'OESTE,RONDÔNIA,Brasil,1100130,11,33,11,0.2,1,Amazônia,POINT (-9.412 -62.283)
focos_brasil_ontem_hoje_ref.dbab151f-82f9-31e6-ae87-ad4766dd5de1,dbab151f-82f9-31e6-ae87-ad4766dd5de1,-54.605,-10.086,2021-06-28T16:50:00,AQUA_M-T,MATUPÁ,MATO GROSSO,Brasil,5105606,51,33,14,0,1,Amazônia,POINT (-10.086 -54.605)
focos_brasil_ontem_hoje_ref.4b9936a3-f640-3e60-a4c0-ef00dea9a9ef,4b9936a3-f640-3e60-a4c0-ef00dea9a9ef,-48.37,-8.911,2021-06-28T16:50:00,AQUA_M-T,GUARAÍ,TOCANTINS,Brasil,1709302,17,33,43,0,1,Cerrado,POINT (-8.911 -48.37)
focos_brasil_ontem_hoje_ref.311e2877-49ff-3edd-b9b2-3548e533aa68,311e2877-49ff-3edd-b9b2-3548e533aa68,-53.941,-10.547,2021-06-28T16:50:00,AQUA_M-T,PEIXOTO DE AZEVEDO,MATO GROSSO,Brasil,5106422,51,33,8,0,1,Amazônia,POINT (-10.547 -53.941)
focos_brasil_ontem_hoje_ref.25d9c7fe-3944-32b0-bf13-5164ba64ad44,25d9c7fe-3944-32b0-bf13-5164ba64ad44,-54.353,-10.587,2021-06-28T16:50:00,AQUA_M-T,MARCELÂNDIA,MATO GROSSO,Brasil,5105580,51,33,29,0,0.7,Amazônia,POINT (-10.587 -54.353)
focos_brasil_ontem_hoje_ref.5a8ed22d-a842-3fe0-8c90-4d7493f599d8,5a8ed22d-a842-3fe0-8c90-4d7493f599d8,-54.004,-11.374,2021-06-28T16:50:00,AQUA_M-T,UNIÃO DO SUL,MATO GROSSO,Brasil,5108303,51,33,40,0,0.7,Amazônia,POINT (-11.374 -54.004)
focos_brasil_ontem_hoje_ref.e2151d67-2324-395c-a788-9a52f2a7c5d3,e2151d67-2324-395c-a788-9a52f2a7c5d3,-54.683,-11.949,2021-06-28T16:50:00,AQUA_M-T,SANTA CARMEM,MATO GROSSO,Brasil,5107248,51,33,37,0,0.8,Amazônia,POINT (-11.949 -54.683)
focos_brasil_ontem_hoje_ref.7363354e-98ce-3a76-8ca5-c9776387ae78,7363354e-98ce-3a76-8ca5-c9776387ae78,-50.009,-7.257,2021-06-28T16:50:00,AQUA_M-T,RIO MARIA,PARÁ,Brasil,1506161,15,33,5,0,1,Amazônia,POINT (-7.257 -50.009)
focos_brasil_ontem_hoje_ref.37123d35-9e82-3088-92ae-15484769d719,37123d35-9e82-3088-92ae-15484769d719,-47.177,-8.555,2021-06-28T16:50:00,AQUA_M-T,RECURSOLÂNDIA,TOCANTINS,Brasil,1718501,17,33,4,0,0.6,Cerrado,POINT (-8.555 -47.177)
focos_brasil_ontem_hoje_ref.c44f0ea8-fae0-3760-aff1-a7a446a2ce2c,c44f0ea8-fae0-3760-aff1-a7a446a2ce2c,-47.151,-7.337,2021-06-28T16:50:00,AQUA_M-T,CAROLINA,MARANHÃO,Brasil,2102804,21,33,40,0,1,Cerrado,POINT (-7.337 -47.151)
focos_brasil_ontem_hoje_ref.8f86c4ee-ecf6-3894-9d66-82e28e73fcf6,8f86c4ee-ecf6-3894-9d66-82e28e73fcf6,-54.267,-13.264,2021-06-28T16:50:00,AQUA_M-T,PARANATINGA,MATO GROSSO,Brasil,5106307,51,33,13,0,0.8,Amazônia,POINT (-13.264 -54.267)
focos_brasil_ontem_hoje_ref.e6aa98f2-7f39-397f-9ee9-708f63c495d7,e6aa98f2-7f39-397f-9ee9-708f63c495d7,-52.783,-11.938,2021-06-28T16:50:00,AQUA_M-T,QUERÊNCIA,MATO GROSSO,Brasil,5107065,51,33,22,0,1,Amazônia,POINT (-11.938 -52.783)
