FID,id,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,geom
focos_brasil_ontem_hoje_ref.598a3335-318d-3893-bdf9-91397b52af0e,598a3335-318d-3893-bdf9-91397b52af0e,-56.611,-11.786,2021-07-02T18:05:00,AQUA_M-T,PORTO DOS GAÚCHOS,MATO GROSSO,Brasil,5106802,51,33,,,,Amazônia,POINT (-11.786 -56.611)
focos_brasil_ontem_hoje_ref.718e1fcb-6a62-33f2-af39-d7658bf7e2f2,718e1fcb-6a62-33f2-af39-d7658bf7e2f2,-63.894,-10.299,2021-07-02T18:05:00,AQUA_M-T,BURITIS,RONDÔNIA,Brasil,1100452,11,33,,,,Amazônia,POINT (-10.299 -63.894)
focos_brasil_ontem_hoje_ref.d57531e9-6991-3e0f-9c1a-e82d0a5ad768,d57531e9-6991-3e0f-9c1a-e82d0a5ad768,-71.265,-8.388,2021-07-02T18:05:00,AQUA_M-T,TARAUACÁ,ACRE,Brasil,1200609,12,33,,,,Amazônia,POINT (-8.388 -71.265)
focos_brasil_ontem_hoje_ref.05b6e45d-1d3f-3558-aa01-35e12e703210,05b6e45d-1d3f-3558-aa01-35e12e703210,-70.979,-8.133,2021-07-02T18:05:00,AQUA_M-T,TARAUACÁ,ACRE,Brasil,1200609,12,33,,,,Amazônia,POINT (-8.133 -70.979)
focos_brasil_ontem_hoje_ref.1b1f03a1-227b-3c66-b79c-2c2c05f40400,1b1f03a1-227b-3c66-b79c-2c2c05f40400,-69.003,-3.115,2021-07-02T18:05:00,AQUA_M-T,SANTO ANTÔNIO DO IÇÁ,AMAZONAS,Brasil,1303700,13,33,,,,Amazônia,POINT (-3.115 -69.003)
focos_brasil_ontem_hoje_ref.429ab1cd-8188-360c-acbf-d3cef9d26f78,429ab1cd-8188-360c-acbf-d3cef9d26f78,-69.837,-6.613,2021-07-02T18:05:00,AQUA_M-T,EIRUNEPÉ,AMAZONAS,Brasil,1301407,13,33,,,,Amazônia,POINT (-6.613 -69.837)
focos_brasil_ontem_hoje_ref.2ed3e00f-9b8d-37c0-a3c7-ef66352ab236,2ed3e00f-9b8d-37c0-a3c7-ef66352ab236,-69.826,-6.612,2021-07-02T18:05:00,AQUA_M-T,EIRUNEPÉ,AMAZONAS,Brasil,1301407,13,33,,,,Amazônia,POINT (-6.612 -69.826)
focos_brasil_ontem_hoje_ref.76b1b8ff-9163-3ceb-bfc3-10b94f7ee21a,76b1b8ff-9163-3ceb-bfc3-10b94f7ee21a,-70.109,-8.344,2021-07-02T18:05:00,AQUA_M-T,FEIJÓ,ACRE,Brasil,1200302,12,33,,,,Amazônia,POINT (-8.344 -70.109)
focos_brasil_ontem_hoje_ref.d51f29de-83b3-35cd-8e7e-1ca7dcf58aa3,d51f29de-83b3-35cd-8e7e-1ca7dcf58aa3,-68.982,-9.587,2021-07-02T18:05:00,AQUA_M-T,SENA MADUREIRA,ACRE,Brasil,1200500,12,33,,,,Amazônia,POINT (-9.587 -68.982)
focos_brasil_ontem_hoje_ref.728a7429-d0ea-3d5f-9ae5-9a8d3941a123,728a7429-d0ea-3d5f-9ae5-9a8d3941a123,-69.376,-10.933,2021-07-02T18:05:00,AQUA_M-T,BRASILÉIA,ACRE,Brasil,1200104,12,33,,,,Amazônia,POINT (-10.933 -69.376)
focos_brasil_ontem_hoje_ref.235346eb-8ae3-307d-a6f1-c257f067732e,235346eb-8ae3-307d-a6f1-c257f067732e,-66.931,-7.788,2021-07-02T18:05:00,AQUA_M-T,PAUINI,AMAZONAS,Brasil,1303502,13,33,,,,Amazônia,POINT (-7.788 -66.931)
focos_brasil_ontem_hoje_ref.abff77f5-654f-3b7e-8651-241dfba63693,abff77f5-654f-3b7e-8651-241dfba63693,-66.922,-7.786,2021-07-02T18:05:00,AQUA_M-T,PAUINI,AMAZONAS,Brasil,1303502,13,33,,,,Amazônia,POINT (-7.786 -66.922)
focos_brasil_ontem_hoje_ref.958a160a-f7b8-3a9c-b589-5e9c09d4435c,958a160a-f7b8-3a9c-b589-5e9c09d4435c,-63.633,-9.74,2021-07-02T18:05:00,AQUA_M-T,ALTO PARAÍSO,RONDÔNIA,Brasil,1100403,11,33,,,,Amazônia,POINT (-9.74 -63.633)
focos_brasil_ontem_hoje_ref.08fc7314-5c96-309f-bf4f-f9c44eb31bd3,08fc7314-5c96-309f-bf4f-f9c44eb31bd3,-63.24,-7.664,2021-07-02T18:05:00,AQUA_M-T,HUMAITÁ,AMAZONAS,Brasil,1301704,13,33,,,,Amazônia,POINT (-7.664 -63.24)
focos_brasil_ontem_hoje_ref.9c8a88d8-8077-3b44-ae0b-2887a3028818,9c8a88d8-8077-3b44-ae0b-2887a3028818,-67.348,-9.207,2021-07-02T18:05:00,AQUA_M-T,BOCA DO ACRE,AMAZONAS,Brasil,1300706,13,33,,,,Amazônia,POINT (-9.207 -67.348)
focos_brasil_ontem_hoje_ref.5c9e2708-af3c-39a6-b203-35f101e21729,5c9e2708-af3c-39a6-b203-35f101e21729,-67.339,-9.206,2021-07-02T18:05:00,AQUA_M-T,BOCA DO ACRE,AMAZONAS,Brasil,1300706,13,33,,,,Amazônia,POINT (-9.206 -67.339)
focos_brasil_ontem_hoje_ref.0c6238f9-2769-385d-a1f7-820acdfd448e,0c6238f9-2769-385d-a1f7-820acdfd448e,-68.958,-9.827,2021-07-02T18:05:00,AQUA_M-T,SENA MADUREIRA,ACRE,Brasil,1200500,12,33,,,,Amazônia,POINT (-9.827 -68.958)
focos_brasil_ontem_hoje_ref.577cc58e-26a0-3e5a-a352-c02319f18c97,577cc58e-26a0-3e5a-a352-c02319f18c97,-68.26,-9.683,2021-07-02T18:05:00,AQUA_M-T,BUJARI,ACRE,Brasil,1200138,12,33,,,,Amazônia,POINT (-9.683 -68.26)
focos_brasil_ontem_hoje_ref.34388a41-ca7f-3323-8293-b900dc214c19,34388a41-ca7f-3323-8293-b900dc214c19,-68.563,-9.521,2021-07-02T18:05:00,AQUA_M-T,SENA MADUREIRA,ACRE,Brasil,1200500,12,33,,,,Amazônia,POINT (-9.521 -68.563)
focos_brasil_ontem_hoje_ref.ba21475f-5b84-3616-91f7-2d031d164c71,ba21475f-5b84-3616-91f7-2d031d164c71,-68.559,-9.516,2021-07-02T18:05:00,AQUA_M-T,SENA MADUREIRA,ACRE,Brasil,1200500,12,33,,,,Amazônia,POINT (-9.516 -68.559)
